transaction_id,account_id,transaction_date,transaction_type,amount,description,counterparty,location,method
TXN_4AE14B4A,CUST_0088_ACC_1,2025-03-22,Check_Deposit,1898.12,Investment transfer,,,Mobile
TXN_B1601BD5,CUST_0088_ACC_1,2025-03-07,ACH_Credit,2238.52,Salary deposit,,,Mobile
TXN_D573E27F,CUST_0088_ACC_1,2025-02-16,Direct_Deposit,2983.37,Gas station,,,Mobile
TXN_89F52704,CUST_0088_ACC_1,2025-07-05,Check_Deposit,1618.69,Education payment,,Branch_Eastside_Center,ATM
TXN_AF91CE5A,CUST_0088_ACC_1,2025-07-17,Check_Deposit,4178.65,Online purchase,Myers Group,,Mobile
TXN_5E17EC57,CUST_0088_ACC_1,2025-06-26,Check_Deposit,2423.95,Salary deposit,,,Mobile
TXN_338EBDAE,CUST_0088_ACC_1,2025-04-18,Debit_Purchase,2110.3,Auto loan payment,Chung-Jones,,Mobile
TXN_59B133D8,CUST_0088_ACC_1,2025-06-06,Check_Deposit,4617.99,Restaurant,,,ATM
TXN_1AD48886,CUST_0088_ACC_1,2025-04-11,Online_Transfer,424.71,ATM withdrawal,,,Mobile
TXN_1B2B9270,CUST_0088_ACC_1,2025-03-31,Check_Deposit,372.74,ATM withdrawal,Stokes-White,Branch_University_District,ATM
TXN_1A95476F,CUST_0088_ACC_1,2025-02-04,Online_Transfer,1863.58,Utility bill,,Branch_Westside_Plaza,ATM
TXN_4F8E7702,CUST_0088_ACC_1,2025-03-07,ACH_Credit,2117.58,ATM withdrawal,,,ATM
TXN_15C56BAF,CUST_0088_ACC_1,2025-05-16,ACH_Debit,4671.27,Grocery purchase,,Branch_Eastside_Center,Mobile
TXN_4A49017C,CUST_0088_ACC_1,2025-05-23,Direct_Deposit,2074.73,Insurance payment,Wilson LLC,,ATM
TXN_2D1F97D1,CUST_0088_ACC_1,2025-07-31,Direct_Deposit,3195.23,Investment transfer,,,Online
TXN_9A3318A4,CUST_0088_ACC_1,2025-05-01,Debit_Purchase,2058.57,Education payment,"Greene, Smith and Boyd",,ATM
TXN_B1F76876,CUST_0088_ACC_1,2025-03-20,Debit_Purchase,3657.55,Utility bill,,,Online
TXN_6DFB1EC9,CUST_0088_ACC_1,2025-02-24,Debit_Purchase,843.17,Restaurant,"Johnson, Johnson and Hunt",,ATM
TXN_FF8B3114,CUST_0088_ACC_1,2025-03-02,ATM_Withdrawal,3540.59,Medical payment,,,Mobile
TXN_7B0A60B0,CUST_0088_ACC_1,2025-07-09,Direct_Deposit,1624.36,Restaurant,Roach Inc,,ATM
TXN_313F7C4E,CUST_0088_ACC_1,2025-04-02,Check_Deposit,4521.66,Mortgage payment,,,Branch
TXN_694D6021,CUST_0088_ACC_1,2025-03-14,Online_Transfer,428.61,Online purchase,,,Online
TXN_19BEE200,CUST_0088_ACC_1,2025-06-13,ATM_Withdrawal,2251.87,Investment transfer,Adams Group,Branch_Westside_Plaza,Electronic
TXN_8F1F05E9,CUST_0088_ACC_1,2025-03-10,Debit_Purchase,110.28,Mortgage payment,,,Online
TXN_93D72694,CUST_0088_ACC_1,2025-02-19,ACH_Debit,4345.83,Restaurant,,Branch_Downtown_Main,Mobile
TXN_62B27210,CUST_0088_ACC_1,2025-06-10,Debit_Purchase,3176.4,Utility bill,,,ATM
TXN_EB19AE84,CUST_0088_ACC_1,2025-05-31,ACH_Debit,1434.32,Grocery purchase,Mcgee-Simpson,Branch_Downtown_Main,Online
TXN_FAFB2A56,CUST_0088_ACC_1,2025-05-06,ACH_Debit,1299.02,Insurance payment,Nielsen-Wright,,Branch
TXN_7456D464,CUST_0088_ACC_1,2025-03-10,ACH_Credit,2312.93,Online purchase,,,ATM
TXN_BDFF458B,CUST_0088_ACC_1,2025-07-05,ACH_Credit,4737.82,Auto loan payment,"Campbell, Long and Silva",,ATM
TXN_6C3BADDE,CUST_0088_ACC_1,2025-06-20,Debit_Purchase,4645.62,Credit card payment,,,Mobile
TXN_28932995,CUST_0088_ACC_1,2025-03-31,Check_Deposit,3287.89,Gas station,Mckay Group,,Mobile
TXN_A7ACA070,CUST_0088_ACC_1,2025-04-22,ACH_Debit,1157.57,Medical payment,Henderson-Burgess,,Mobile
TXN_0139A79D,CUST_0088_ACC_1,2025-06-29,Wire_Transfer,4402.89,Auto loan payment,,Branch_Southpark_Ave,ATM
TXN_0CA877DB,CUST_0088_ACC_1,2025-05-26,ATM_Withdrawal,119.27,Grocery purchase,"Reyes, Gonzalez and Gomez",,Electronic
TXN_AC9F755D,CUST_0088_ACC_1,2025-07-14,Online_Transfer,3079.67,Medical payment,,,Electronic
TXN_5FAA6DD1,CUST_0088_ACC_1,2025-06-30,ACH_Credit,44.79,Credit card payment,,,Online
TXN_0823D236,CUST_0088_ACC_1,2025-04-24,ATM_Withdrawal,1059.58,Mortgage payment,Rubio LLC,Branch_Airport_Terminal,Online
TXN_0F451F18,CUST_0088_ACC_1,2025-05-19,ACH_Debit,671.9,Insurance payment,Munoz-Wiley,,Online
TXN_DAE2E8ED,CUST_0088_ACC_1,2025-07-24,Online_Transfer,3185.23,Investment transfer,,,Branch
TXN_AE982C52,CUST_0088_ACC_1,2025-05-09,Online_Transfer,2052.84,Utility bill,,,Online
TXN_B964EF23,CUST_0088_ACC_1,2025-04-15,Wire_Transfer,794.78,Gas station,,Branch_Eastside_Center,Mobile
TXN_80FA5A73,CUST_0090_ACC_1,2025-02-23,Check_Deposit,1627.6,Online purchase,,,ATM
TXN_F1D0CF39,CUST_0090_ACC_1,2025-06-28,Online_Transfer,4886.76,Auto loan payment,,Branch_Financial_District,Electronic
TXN_6200AD50,CUST_0090_ACC_1,2025-04-21,Debit_Purchase,2993.93,Credit card payment,,,Branch
TXN_A57F6052,CUST_0090_ACC_1,2025-03-08,Wire_Transfer,3346.2,Insurance payment,,,Electronic
TXN_0B81F67C,CUST_0090_ACC_1,2025-03-19,ACH_Debit,86.31,Auto loan payment,Sandoval LLC,,Online
TXN_46DC820D,CUST_0090_ACC_1,2025-03-01,Debit_Purchase,4531.04,Investment transfer,,,ATM
TXN_14C4A288,CUST_0090_ACC_1,2025-03-31,ACH_Credit,3745.21,Utility bill,,,Electronic
TXN_4A40BA57,CUST_0090_ACC_1,2025-02-04,Direct_Deposit,4167.3,Restaurant,,,Mobile
TXN_56D13C97,CUST_0090_ACC_1,2025-06-06,Direct_Deposit,105.44,ATM withdrawal,,Branch_University_District,Mobile
TXN_D852FAB9,CUST_0090_ACC_1,2025-06-12,ACH_Credit,1228.1,Mortgage payment,,Branch_Southpark_Ave,Online
TXN_3FF1AB55,CUST_0090_ACC_1,2025-03-13,Direct_Deposit,3146.59,Restaurant,"Pope, Roach and Hoffman",,Online
TXN_1651F07F,CUST_0090_ACC_1,2025-04-13,Check_Deposit,331.73,Utility bill,,,ATM
TXN_42A61355,CUST_0090_ACC_1,2025-05-22,Check_Deposit,3859.7,Gas station,,,Online
TXN_49BC509F,CUST_0090_ACC_1,2025-05-08,ACH_Debit,4631.57,Insurance payment,Hoffman Ltd,Branch_Airport_Terminal,Online
TXN_BED86431,CUST_0090_ACC_1,2025-05-23,Online_Transfer,4578.61,Credit card payment,,,Branch
TXN_A8E5ED08,CUST_0090_ACC_1,2025-07-12,ATM_Withdrawal,1384.89,Utility bill,,Branch_Suburban_Center,Electronic
TXN_30E8923C,CUST_0090_ACC_1,2025-07-07,ACH_Debit,2907.52,Mortgage payment,Berry Ltd,,Branch
TXN_124E58AC,CUST_0090_ACC_1,2025-04-19,Debit_Purchase,310.99,Investment transfer,,,Mobile
TXN_06A26E42,CUST_0090_ACC_1,2025-06-19,ACH_Credit,467.75,Grocery purchase,,Branch_Suburban_Center,Mobile
TXN_AFD50FD0,CUST_0090_ACC_1,2025-04-01,Check_Deposit,3790.52,Education payment,,,Electronic
TXN_D6513F4D,CUST_0090_ACC_1,2025-04-01,Debit_Purchase,2923.45,Utility bill,Williams Group,,Online
TXN_B208BF8A,CUST_0090_ACC_1,2025-05-03,Direct_Deposit,4176.45,Grocery purchase,,,Mobile
TXN_F246B0A4,CUST_0090_ACC_1,2025-07-31,Online_Transfer,4467.84,Grocery purchase,,,Mobile
TXN_0572C0C0,CUST_0090_ACC_1,2025-04-19,Direct_Deposit,116.71,ATM withdrawal,,,Branch
TXN_A31607A4,CUST_0090_ACC_1,2025-02-25,ACH_Debit,4260.59,Online purchase,Guzman PLC,,Mobile
TXN_71546D3E,CUST_0090_ACC_1,2025-04-12,Check_Deposit,4844.3,Education payment,,,Mobile
TXN_4FBBA65F,CUST_0090_ACC_1,2025-05-17,ACH_Credit,2192.55,Education payment,Smith-Logan,,Electronic
TXN_6C8E0C52,CUST_0090_ACC_1,2025-05-17,ACH_Credit,4386.2,Medical payment,Buck LLC,,Branch
TXN_6F2517E2,CUST_0090_ACC_1,2025-02-26,Check_Deposit,1694.41,Salary deposit,Johnson-Ferguson,,Online
TXN_9A5617EF,CUST_0090_ACC_1,2025-05-08,ACH_Credit,2825.06,ATM withdrawal,,,ATM
TXN_5BB77CC8,CUST_0090_ACC_1,2025-04-04,ACH_Credit,2060.54,Salary deposit,,,Online
TXN_659652A9,CUST_0090_ACC_1,2025-02-05,ACH_Credit,4203.76,Education payment,,,Online
TXN_529E4C5F,CUST_0090_ACC_1,2025-04-28,Direct_Deposit,2639.55,Education payment,Cummings-Hill,,ATM
TXN_483C4665,CUST_0090_ACC_1,2025-06-18,ATM_Withdrawal,4002.02,Rent payment,Miller-Hampton,,Mobile
TXN_196FD82B,CUST_0090_ACC_1,2025-05-02,Debit_Purchase,4467.28,Auto loan payment,,Branch_Southpark_Ave,Branch
TXN_9C374EF1,CUST_0090_ACC_1,2025-02-11,Online_Transfer,4501.91,Utility bill,,,Branch
TXN_4C6E2FD5,CUST_0090_ACC_1,2025-03-28,Wire_Transfer,1766.11,Restaurant,,Branch_Northgate_Mall,Mobile
TXN_1A0FDDD8,CUST_0090_ACC_1,2025-07-30,ACH_Debit,4960.06,Auto loan payment,,,Electronic
TXN_0EA5237F,CUST_0090_ACC_1,2025-05-02,Debit_Purchase,3207.85,Gas station,,Branch_Northgate_Mall,Mobile
TXN_85CDB150,CUST_0092_ACC_1,2025-05-29,Online_Transfer,459.6,Rent payment,,,Mobile
TXN_55DE8B15,CUST_0092_ACC_1,2025-07-16,Check_Deposit,4910.12,Insurance payment,,Branch_Northgate_Mall,Electronic
TXN_B28B87A5,CUST_0092_ACC_1,2025-07-04,Online_Transfer,1601.4,Bill payment,,,Mobile
TXN_D68A8BFD,CUST_0092_ACC_1,2025-07-21,ACH_Debit,4047.47,Gas station,Johnson Inc,,Online
TXN_6559C9ED,CUST_0092_ACC_1,2025-07-01,ATM_Withdrawal,924.89,ATM withdrawal,,,Online
TXN_64AE70E3,CUST_0092_ACC_1,2025-02-27,Direct_Deposit,2282.07,Gas station,Callahan-Ramsey,,Branch
TXN_253253D8,CUST_0092_ACC_1,2025-03-15,ACH_Debit,2314.75,Online purchase,,,ATM
TXN_03FE4F98,CUST_0092_ACC_1,2025-02-18,Check_Deposit,1386.55,Grocery purchase,,,ATM
TXN_B36836E2,CUST_0092_ACC_1,2025-06-13,Direct_Deposit,2938.35,Mortgage payment,,,Online
TXN_C15B3370,CUST_0092_ACC_1,2025-06-29,ACH_Debit,2393.36,Auto loan payment,,,Branch
TXN_6B231E21,CUST_0092_ACC_1,2025-06-29,Check_Deposit,4288.52,Education payment,"Mayo, Villa and Parrish",,Branch
TXN_12FA663C,CUST_0092_ACC_1,2025-03-21,Wire_Transfer,3263.44,Medical payment,Rodriguez LLC,,Electronic
TXN_2E9CACF9,CUST_0092_ACC_1,2025-02-16,Direct_Deposit,3643.87,Bill payment,,,Mobile
TXN_15F21808,CUST_0092_ACC_1,2025-04-03,Wire_Transfer,3417.33,Education payment,,,Electronic
TXN_8D25D06D,CUST_0092_ACC_1,2025-05-24,ACH_Debit,1371.54,Rent payment,Nelson-Jackson,,Online
TXN_4C90F4F6,CUST_0092_ACC_1,2025-02-27,ACH_Debit,3955.96,Online purchase,,Branch_Suburban_Center,Branch
TXN_A247415A,CUST_0092_ACC_1,2025-04-26,Wire_Transfer,4331.22,Rent payment,Flores and Sons,,ATM
TXN_F76F7B19,CUST_0092_ACC_1,2025-06-18,ACH_Debit,2818.85,ATM withdrawal,,,ATM
TXN_F2FDCFA7,CUST_0092_ACC_1,2025-07-12,Check_Deposit,1200.25,Salary deposit,,Branch_University_District,ATM
TXN_35DE8592,CUST_0092_ACC_1,2025-07-26,Direct_Deposit,3086.18,Bill payment,,,Electronic
TXN_2F36D3A2,CUST_0092_ACC_1,2025-04-18,Debit_Purchase,4529.9,Mortgage payment,,,Online
TXN_9095F0E1,CUST_0092_ACC_1,2025-04-24,ATM_Withdrawal,1471.41,Investment transfer,,,Mobile
TXN_4DE54D7A,CUST_0092_ACC_1,2025-02-25,ACH_Debit,696.04,Investment transfer,,,Electronic
TXN_096F2DEC,CUST_0092_ACC_1,2025-05-08,Direct_Deposit,4536.14,Insurance payment,,Branch_University_District,Online
TXN_CE785AA8,CUST_0092_ACC_1,2025-05-18,Debit_Purchase,2831.82,Investment transfer,"Henry, Ramirez and Barton",,Mobile
TXN_FF6B8A14,CUST_0092_ACC_1,2025-04-30,ACH_Credit,1176.83,ATM withdrawal,,,Branch
TXN_C89ECECA,CUST_0092_ACC_1,2025-02-19,Direct_Deposit,2616.06,Insurance payment,,Branch_Financial_District,Branch
TXN_12820FBD,CUST_0092_ACC_1,2025-06-20,Check_Deposit,4992.08,Investment transfer,"Miller, Hansen and Salas",,Electronic
TXN_A1EB4C12,CUST_0092_ACC_1,2025-06-01,ACH_Debit,471.59,ATM withdrawal,,,ATM
TXN_01C97D3C,CUST_0093_ACC_1,2025-06-15,ACH_Credit,1525.66,Gas station,Neal Inc,,ATM
TXN_44053F3C,CUST_0093_ACC_1,2025-07-27,Debit_Purchase,138.02,Bill payment,,Branch_Eastside_Center,ATM
TXN_E35746ED,CUST_0093_ACC_1,2025-02-13,Debit_Purchase,4804.39,Bill payment,,,Branch
TXN_D8284E10,CUST_0093_ACC_1,2025-02-05,Online_Transfer,1965.39,Salary deposit,Mcdonald Group,,ATM
TXN_68473523,CUST_0093_ACC_1,2025-03-08,Direct_Deposit,4880.99,Utility bill,,,Mobile
TXN_A11EC2AA,CUST_0093_ACC_1,2025-02-21,ATM_Withdrawal,2918.96,Medical payment,,,Branch
TXN_5F7D3012,CUST_0093_ACC_1,2025-03-12,ACH_Credit,3462.5,Credit card payment,,,Mobile
TXN_CF79AB6A,CUST_0093_ACC_1,2025-05-20,Online_Transfer,3230.57,Bill payment,,,Online
TXN_927920E7,CUST_0093_ACC_1,2025-05-08,ACH_Debit,2288.11,Mortgage payment,,Branch_Southpark_Ave,Mobile
TXN_B327D793,CUST_0093_ACC_1,2025-07-07,ACH_Credit,2812.8,Restaurant,Erickson-Rios,,Online
TXN_616998F2,CUST_0094_ACC_1,2025-07-05,ACH_Credit,1541.35,Medical payment,,,Online
TXN_7B24D66E,CUST_0094_ACC_1,2025-02-22,ACH_Debit,4625.54,Bill payment,,,Online
TXN_D1366F21,CUST_0094_ACC_1,2025-02-26,ACH_Credit,4744.81,Grocery purchase,,,Branch
TXN_6E2EC79A,CUST_0094_ACC_1,2025-07-18,Direct_Deposit,198.79,Investment transfer,,,Online
TXN_29AF43E0,CUST_0094_ACC_1,2025-04-13,Online_Transfer,733.63,Insurance payment,,,Branch
TXN_DD6F4C00,CUST_0094_ACC_1,2025-04-25,ACH_Debit,3457.67,Online purchase,,,ATM
TXN_629D6BBC,CUST_0094_ACC_1,2025-05-25,Direct_Deposit,3768.15,Credit card payment,,,Branch
TXN_1A667005,CUST_0094_ACC_1,2025-03-11,Direct_Deposit,164.98,Salary deposit,,Branch_Financial_District,Branch
TXN_E0E1AB11,CUST_0094_ACC_1,2025-04-16,ACH_Credit,3070.48,Rent payment,Ramirez and Sons,,Online
TXN_C23601DE,CUST_0094_ACC_1,2025-06-06,Check_Deposit,4964.13,Credit card payment,,,Electronic
TXN_9DAC1688,CUST_0094_ACC_1,2025-07-24,Check_Deposit,4719.58,Grocery purchase,,,Electronic
TXN_5E164045,CUST_0094_ACC_1,2025-05-17,Check_Deposit,2493.62,Credit card payment,Thomas Inc,Branch_Northgate_Mall,ATM
TXN_84C89E11,CUST_0094_ACC_1,2025-06-17,Check_Deposit,4460.68,Auto loan payment,,,Branch
TXN_D9E0C8CA,CUST_0094_ACC_1,2025-03-18,ATM_Withdrawal,3890.79,Insurance payment,,,Electronic
TXN_E7A494B8,CUST_0094_ACC_1,2025-07-13,Online_Transfer,4792.41,Insurance payment,Adams Group,,Online
TXN_94D16135,CUST_0094_ACC_1,2025-06-02,ATM_Withdrawal,2618.17,Bill payment,,Branch_Eastside_Center,Mobile
TXN_54E773A9,CUST_0094_ACC_1,2025-04-25,Debit_Purchase,1103.64,Rent payment,,,Mobile
TXN_41461BCC,CUST_0094_ACC_1,2025-03-22,ACH_Debit,4712.76,Bill payment,,,ATM
TXN_880659B5,CUST_0094_ACC_1,2025-07-19,ACH_Credit,4941.43,Grocery purchase,Gomez and Sons,,ATM
TXN_A5C6E7F3,CUST_0094_ACC_1,2025-03-02,ACH_Credit,4564.09,ATM withdrawal,"Jordan, Cook and Alexander",,Online
TXN_B70F13C5,CUST_0094_ACC_1,2025-04-10,Direct_Deposit,3010.52,Rent payment,Wong Ltd,,Electronic
TXN_B0C75E0F,CUST_0094_ACC_1,2025-07-20,Debit_Purchase,1179.96,Investment transfer,,,Branch
TXN_67AB9EC4,CUST_0094_ACC_1,2025-03-09,ACH_Debit,3320.6,Rent payment,,Branch_Southpark_Ave,Electronic
TXN_950853F9,CUST_0094_ACC_1,2025-03-09,Check_Deposit,2643.49,Gas station,,Branch_Southpark_Ave,ATM
TXN_A463A62D,CUST_0094_ACC_1,2025-03-06,Online_Transfer,2694.63,Grocery purchase,,,Mobile
TXN_81482BBF,CUST_0094_ACC_1,2025-03-24,Direct_Deposit,3551.32,Utility bill,,,Mobile
TXN_A48010D7,CUST_0094_ACC_1,2025-05-23,Online_Transfer,421.41,Auto loan payment,,,ATM
TXN_687AF6DE,CUST_0094_ACC_1,2025-05-07,ACH_Credit,1287.01,Insurance payment,,,Branch
TXN_2A76B779,CUST_0094_ACC_1,2025-02-22,ATM_Withdrawal,2176.39,Auto loan payment,,,Mobile
TXN_4200EE4C,CUST_0094_ACC_1,2025-02-11,ACH_Debit,385.03,Credit card payment,,,Online
TXN_4BA4D9F8,CUST_0095_ACC_1,2025-03-19,Wire_Transfer,3917.49,Insurance payment,Robinson Inc,,Branch
TXN_A3111E07,CUST_0095_ACC_1,2025-07-14,Debit_Purchase,3392.88,Bill payment,,,ATM
TXN_DBC23A67,CUST_0095_ACC_1,2025-05-17,ACH_Credit,4362.27,Grocery purchase,,Branch_Eastside_Center,Branch
TXN_90BCB901,CUST_0095_ACC_1,2025-03-17,Debit_Purchase,2111.77,ATM withdrawal,,,Online
TXN_130C352A,CUST_0095_ACC_1,2025-05-09,ACH_Debit,1828.36,Online purchase,,,Electronic
TXN_4082BD83,CUST_0095_ACC_1,2025-03-24,ACH_Debit,3818.19,Bill payment,,,Branch
TXN_204D1993,CUST_0095_ACC_1,2025-07-11,Check_Deposit,4231.8,Online purchase,,,Mobile
TXN_DB51393A,CUST_0095_ACC_1,2025-06-08,ATM_Withdrawal,1135.84,Insurance payment,,,ATM
TXN_1A2710B8,CUST_0095_ACC_1,2025-04-16,ATM_Withdrawal,331.34,Online purchase,,,ATM
TXN_AC0904A4,CUST_0095_ACC_1,2025-04-14,Online_Transfer,3768.08,Medical payment,,Branch_Eastside_Center,Online
TXN_2B692AAB,CUST_0095_ACC_1,2025-03-14,ACH_Debit,274.12,Insurance payment,,,Online
TXN_D2FDAA5F,CUST_0095_ACC_1,2025-07-01,Online_Transfer,4681.33,Utility bill,,,Electronic
TXN_17B47CCE,CUST_0095_ACC_1,2025-06-07,ATM_Withdrawal,565.23,Rent payment,,,Mobile
TXN_A151569C,CUST_0095_ACC_1,2025-05-03,Debit_Purchase,3219.45,Credit card payment,,Branch_Suburban_Center,Branch
TXN_7E9E8630,CUST_0095_ACC_1,2025-03-05,Online_Transfer,3997.47,Mortgage payment,,,Electronic
TXN_FC48290C,CUST_0095_ACC_1,2025-03-11,ACH_Credit,2861.54,Restaurant,,Branch_Suburban_Center,Electronic
TXN_A6A4ABCE,CUST_0095_ACC_1,2025-05-28,ATM_Withdrawal,1064.2,Utility bill,,,Online
TXN_4321309A,CUST_0095_ACC_1,2025-06-10,Check_Deposit,2941.0,Investment transfer,,,ATM
TXN_CC5B4752,CUST_0095_ACC_1,2025-03-26,Direct_Deposit,4414.11,Grocery purchase,,,Branch
TXN_A5B59413,CUST_0095_ACC_1,2025-02-03,Direct_Deposit,3782.28,ATM withdrawal,,,Branch
TXN_4103D7B5,CUST_0095_ACC_1,2025-03-08,ATM_Withdrawal,2603.06,Insurance payment,,,Online
TXN_12E57980,CUST_0095_ACC_1,2025-07-16,ATM_Withdrawal,3840.45,Insurance payment,,Branch_Westside_Plaza,Branch
TXN_E540BD7A,CUST_0095_ACC_1,2025-05-25,Wire_Transfer,3621.32,Medical payment,,,Online
TXN_413B82B2,CUST_0095_ACC_1,2025-06-16,Wire_Transfer,1636.83,ATM withdrawal,,,Branch
TXN_A18A787B,CUST_0095_ACC_1,2025-07-06,ACH_Credit,958.34,ATM withdrawal,"Allen, Edwards and Jones",,Mobile
TXN_A1B190C3,CUST_0095_ACC_1,2025-03-08,Direct_Deposit,2401.77,Bill payment,,,Electronic
TXN_AA231FAD,CUST_0095_ACC_1,2025-07-14,ACH_Credit,1077.56,Salary deposit,,,Online
TXN_FD94A253,CUST_0095_ACC_1,2025-02-28,ATM_Withdrawal,755.51,Grocery purchase,Wade Group,,ATM
TXN_3F72BC1E,CUST_0095_ACC_1,2025-04-04,Debit_Purchase,4039.23,Insurance payment,,,Mobile
TXN_ACFEE0E7,CUST_0095_ACC_1,2025-03-06,ACH_Credit,3536.37,Grocery purchase,,,Electronic
TXN_CCE63BC7,CUST_0095_ACC_1,2025-03-22,ACH_Credit,4751.58,Rent payment,Jackson Inc,,ATM
TXN_FE01D3E2,CUST_0095_ACC_1,2025-05-20,ATM_Withdrawal,2145.78,Grocery purchase,,,Branch
TXN_28D6DAEE,CUST_0095_ACC_1,2025-07-27,ACH_Credit,163.81,Education payment,,,Mobile
TXN_981F4D78,CUST_0095_ACC_1,2025-05-18,ACH_Credit,2794.37,ATM withdrawal,Marks-Kennedy,,ATM
TXN_35F632CA,CUST_0095_ACC_1,2025-02-11,ATM_Withdrawal,1159.43,Mortgage payment,,,Mobile
TXN_7201306C,CUST_0096_ACC_1,2025-02-06,Check_Deposit,2623.25,Investment transfer,,,Online
TXN_F87079D6,CUST_0096_ACC_1,2025-06-05,Wire_Transfer,1236.76,Bill payment,,Branch_Westside_Plaza,Branch
TXN_80E6731B,CUST_0096_ACC_1,2025-03-27,Debit_Purchase,2501.42,Investment transfer,Fox and Sons,,Online
TXN_1D1DEA7E,CUST_0096_ACC_1,2025-06-18,Direct_Deposit,816.21,Salary deposit,Garcia Ltd,Branch_Financial_District,Mobile
TXN_B8B49BB8,CUST_0096_ACC_1,2025-04-04,Check_Deposit,3654.33,Gas station,Navarro-Fritz,,Electronic
TXN_54A58D34,CUST_0096_ACC_1,2025-03-21,Direct_Deposit,1516.17,Restaurant,King-Ellis,Branch_Northgate_Mall,ATM
TXN_D250D606,CUST_0096_ACC_1,2025-07-01,Wire_Transfer,3196.54,Mortgage payment,Mckinney-Vance,,Branch
TXN_D8EA6E56,CUST_0096_ACC_1,2025-06-22,Debit_Purchase,3882.47,Salary deposit,,,ATM
TXN_B097415A,CUST_0096_ACC_1,2025-07-07,ATM_Withdrawal,2903.04,Investment transfer,,,ATM
TXN_F9764F4C,CUST_0096_ACC_1,2025-07-15,Check_Deposit,3020.05,Utility bill,,Branch_University_District,Mobile
TXN_144F292A,CUST_0096_ACC_1,2025-05-21,Online_Transfer,1172.8,Bill payment,,,Online
TXN_72984C07,CUST_0096_ACC_1,2025-02-23,Direct_Deposit,4715.46,Medical payment,,,Electronic
TXN_9FA48D9D,CUST_0096_ACC_1,2025-06-06,ATM_Withdrawal,4314.11,ATM withdrawal,"Bowman, Hernandez and Jenkins",,Online
TXN_F2EBC0DD,CUST_0096_ACC_1,2025-03-14,Wire_Transfer,4203.75,Gas station,,Branch_Suburban_Center,Online
TXN_86A314BD,CUST_0096_ACC_1,2025-07-31,ACH_Credit,3183.8,Online purchase,,,ATM
TXN_C2579DFA,CUST_0096_ACC_1,2025-04-08,ACH_Credit,2256.52,Online purchase,,,Online
TXN_91D78E64,CUST_0096_ACC_1,2025-02-08,Direct_Deposit,269.71,Gas station,,,Electronic
TXN_385C5401,CUST_0096_ACC_1,2025-05-17,ATM_Withdrawal,2753.58,Rent payment,,Branch_Southpark_Ave,ATM
TXN_504F9595,CUST_0096_ACC_1,2025-06-08,Direct_Deposit,1317.58,Utility bill,,Branch_Airport_Terminal,Online
TXN_DE7CC821,CUST_0096_ACC_1,2025-04-21,Direct_Deposit,4068.07,Gas station,Garner and Sons,,Electronic
TXN_6CF32266,CUST_0096_ACC_1,2025-07-18,ACH_Debit,4119.28,ATM withdrawal,Fowler-Sheppard,,Online
TXN_EC497873,CUST_0096_ACC_1,2025-07-10,ACH_Debit,3787.81,Gas station,"Gardner, Gaines and Archer",,Electronic
TXN_21F59C2A,CUST_0096_ACC_1,2025-07-10,ATM_Withdrawal,4306.58,Gas station,Baker Ltd,,Online
TXN_09B3704A,CUST_0096_ACC_1,2025-04-06,ACH_Debit,4715.22,Grocery purchase,Myers-Butler,,Branch
TXN_2383C586,CUST_0096_ACC_1,2025-07-31,ACH_Credit,4968.16,Investment transfer,Lee-Riley,,ATM
TXN_A643D333,CUST_0096_ACC_1,2025-06-09,Check_Deposit,1103.87,Gas station,"Martinez, Pope and Knight",,ATM
TXN_6CAB6728,CUST_0096_ACC_1,2025-06-25,Online_Transfer,2464.54,ATM withdrawal,,,Online
TXN_55439254,CUST_0097_ACC_1,2025-04-06,ACH_Credit,3140.87,Bill payment,,,Mobile
TXN_5E650C6D,CUST_0097_ACC_1,2025-02-22,Check_Deposit,4075.94,Restaurant,Porter Ltd,,Electronic
TXN_C01A5404,CUST_0097_ACC_1,2025-03-01,ATM_Withdrawal,1448.66,Gas station,,Branch_Downtown_Main,Mobile
TXN_5C68D807,CUST_0097_ACC_1,2025-06-05,ATM_Withdrawal,94.69,Restaurant,,,Online
TXN_6A393F48,CUST_0097_ACC_1,2025-05-08,ACH_Debit,1507.5,Utility bill,Hanson-Beck,Branch_Northgate_Mall,ATM
TXN_78ACAAD2,CUST_0097_ACC_1,2025-03-29,Debit_Purchase,4378.08,Online purchase,,Branch_Northgate_Mall,Online
TXN_B8D2DF65,CUST_0097_ACC_1,2025-03-26,Online_Transfer,3975.86,Medical payment,,,Electronic
TXN_E6821888,CUST_0097_ACC_1,2025-06-26,ATM_Withdrawal,468.61,Utility bill,,,Online
TXN_6C1A47F9,CUST_0097_ACC_1,2025-02-05,ACH_Debit,159.83,Mortgage payment,,Branch_Northgate_Mall,ATM
TXN_673E8009,CUST_0097_ACC_1,2025-02-10,ATM_Withdrawal,1929.59,Salary deposit,,,Electronic
TXN_C5394B5F,CUST_0097_ACC_1,2025-03-25,ACH_Credit,2258.71,Gas station,,,Online
TXN_17EBF873,CUST_0097_ACC_1,2025-05-20,ATM_Withdrawal,373.12,Restaurant,,Branch_Eastside_Center,Online
TXN_E8B32918,CUST_0097_ACC_1,2025-02-12,ATM_Withdrawal,722.17,Rent payment,Smith-Bell,,ATM
